no,code,year ,type,x,y,distx,elv,aq,ec,ph,hard,tds,temp,eh,Q,Ca,Mg,Fe,Mn,K,Na,CO3,HCO3,CO2,Cl,SO4,NO2,NO3,SiO2,cumrain,lag1
114,312,2007,groundwater,785181.2099,10752842.9,6891.040116,1300,tuffsand,71.9,6.89,11,58.67,21,7,1,1.8,1.7,0.08,0.22,1.7,5,6,15.2,36.3,3.8,0.6,0,4.7,23,11,164.1
115,313,2007,groundwater,785180.2099,10752842.9,6892.040116,1240,tuffsand,131,7.36,4,85,24.5,-0.35,1,12.6,1,0.1,0.24,3,11,10.2,49.4,18.1,8.6,0,0.01,14.4,57.2,11,164.1
116,314,2007,groundwater,785178.2099,10752842.9,6894.040116,1228,tuffsand,71.9,6.89,11,58.67,21,7,1,3.7,1.7,0.08,0.22,1.7,5,8,15.2,36.3,4.8,0.6,0,4.7,23,11,164.1
117,315,2007,groundwater,785176.2099,10752842.9,6896.040116,1200,tuffsand,71.9,6.89,11,58.67,21,7,1,1.8,1.7,0.08,0.22,1.7,5,6,15.2,36.3,3.5,0.6,0,4.7,23,11,164.1
118,316,2007,groundwater,785175.2099,10752835.9,6897.040116,1338,tuffsand,71.9,6.89,11,58.67,21,7,1,1.8,1.7,0.08,0.22,1.7,5,7,12.2,36.3,3.6,0.6,0,4.7,23,11,164.1
119,317,2007,groundwater,785175.2099,10752839.9,6897.040116,1320,tuffsand,293,7.99,6.3,50,23.3,-0.62,0.5,11.8,0.9,0.27,0.24,1,4,6,29.3,9.1,6.9,0,0,2.8,47.2,11,164.1
120,318,2007,groundwater,785175.2099,10752850.9,6897.040116,1247,tuffsand,293,6.14,6.2,126.47,21,43,0.5,18.4,5.4,0.17,0.22,11,14,31.3,23,13.9,19.4,0.5,0,1.2,29,11,164.1
121,319,2007,groundwater,785175.2099,10752843.9,6897.040116,1230,tuffsand,265,7.32,6.8,376,23.9,-0.47,0.5,54,19.6,0.22,0.24,7.5,22,10.8,81.4,45.3,78.1,68.4,0,21.1,25.2,11,164.1
122,320,2007,groundwater,785175.2099,10752848.9,6897.040116,1225,tuffsand,71.9,6.89,11,58.67,21,7,1,8.8,1.7,0.08,0.22,1.7,5,10,15.2,36.3,4.8,0.6,0,4.7,23,11,164.1
123,321,2007,groundwater,785175.2099,10752842.9,6897.040116,1190,tuffsand,71.9,6.89,11,58.67,21,7,1,3.5,1.7,0.08,0.22,1.7,5,8,15.2,36.3,4.8,0.6,0,4.7,23,11,164.1
124,322,2007,groundwater,785168.2099,10752842.9,6904.040116,1336,tuffsand,71.9,6.89,11,58.67,21,7,1,3.8,1.7,0.08,0.22,1.7,5,8,15.2,36.3,4.8,0.6,0,4.7,23,11,164.1
125,323,2007,groundwater,784558.6059,10765233.33,7513.644114,830,tuffsand,91,5.82,9.6,83.4,22.2,76,0.5,3.4,1,0.1,0.22,4.2,9.5,0,46.4,18.1,3.6,0.9,0.02,0.8,55,11,164.1
126,324,2007,groundwater,784444.4271,10765353.38,7627.822932,740,tuffsand,462,7.69,4.5,528,25.1,-0.33,0.5,11.8,7.1,0.42,0.22,2.5,28,3.7,128,18.1,11.2,25.7,0,0.9,30.9,11,164.1
127,325,2007,groundwater,784266.7386,10757264.37,7805.511429,770,tuffsand,122,5.98,6,83.81,23.3,67,0.5,3.2,0.7,0.1,0.22,5.3,6.7,5,22.3,45.3,4.2,2,0,3.2,29,11,164.1
128,326,2007,groundwater,784116.2778,10764677.66,7955.972202,720,tuffsand,142,8.67,8,358,25.5,-0.76,0.5,10.7,5,0.87,0.24,5,10,12,8.5,0,34.6,28.3,0,0,27.4,11,164.1
129,327,2007,groundwater,784000.9133,10765562.3,8071.336708,750,tuffsand,124,6.95,6.4,531,23.5,-0.31,0.5,79.5,12.2,0.27,0.22,8,60,3.7,256.2,45.3,79.8,47.1,0.02,17,35.3,11,164.1
130,328,2007,groundwater,783992.5282,10767111.47,8079.721808,765,tuffsand,160,7.12,6.4,201,23.2,-0.41,2,25.5,7.1,0.31,0.24,5.3,24,22.9,116.2,36.3,25.7,8.7,0,3.8,14.4,11,164.1
131,329,2007,groundwater,783889.7365,10765672.36,8182.513492,670,tuffsand,373,6.95,8,116,23.8,-0.45,5,12,3.2,0.08,0.22,2.5,8,5.4,22,27.2,19.7,0,0,36.5,36.1,11,164.1
132,330,2007,groundwater,783803.6019,10761134.92,8268.648072,760,tuffsand,63.2,7.17,7,224,24.2,-0.18,0.5,37.2,11.2,0.09,0.22,3.5,18,0,162,54.4,20.6,26.6,0.01,9.4,38.4,11,164.1
133,331,2007,groundwater,783455.7768,10764120.8,8616.473179,750,tuffsand,196,7.54,6.2,705,25.1,-0.27,0.5,138.6,18.6,0.05,0.22,57.5,22,0,594.8,45.3,28.7,66,0,0.2,33.4,11,164.1
134,332,2007,groundwater,783353.5286,10762571.05,8718.721433,765,tuffsand,215,7.57,12,302,25.2,-0.35,1,19.9,9.4,0.87,0.24,6,54,22.9,172.9,54.4,39,28.5,0.02,0,24.6,11,164.1
135,333,2007,groundwater,782470.6334,10762234.34,9601.616629,768,tuffsand,129,7.29,12.1,144,23.5,-0.48,2,22.1,4.2,0.09,0.24,5,14,0,89.7,27.2,12,15.2,0,12.2,37.1,11,164.1
136,334,2007,groundwater,782141.2468,10761789.95,9931.003227,730,tuffsand,539,7.69,5,309,24,-0.47,0.5,37.8,18.6,0.2,0.23,7,40,25.7,240.6,163.2,36,9.7,0.01,0,45.1,11,164.1
137,335,2007,groundwater,782032.4349,10761457.4,10039.81507,780,tuffsand,427,5.92,4.4,245.73,22.6,75,2,3.8,3.6,0.1,0.22,4.9,7.5,6,30.7,0,7.5,0.3,0.02,1.3,54,11,164.1
138,336,2007,groundwater,781713.6432,10759021.26,10358.60679,780,clay,167,7.33,7.9,185,23.7,-0.54,1,31.1,7.9,0.34,0.24,3,15,13.4,105.2,18.1,30.5,4.3,0.02,2.8,32.2,11,164.1
139,337,2007,groundwater,780604.2231,10759679.31,11468.02692,700,tuffsand,229,7.47,7,284,25.3,-0.41,0.5,41.2,9.3,0.16,0.24,4.5,34,12,177.5,45.3,26.6,41,0,0,25,11,164.1
140,338,2007,groundwater,779823.6666,10760892.38,12248.58344,765,tuffsand,144,7.46,6,165,23.9,-0.36,1,24.6,5.9,0.1,0.24,5.5,17,10.8,109.8,36.3,13.7,12,0.01,12.7,35.8,11,164.1
141,339,2007,groundwater,779808.4046,10763769.32,12263.84539,650,tuffsand,495,7.37,8,94,23.8,-0.41,1,12.3,5.8,0,0.22,2.5,4,8,62.2,36.3,7.7,0,0.02,0.3,51.1,11,164.1
142,340,2007,groundwater,779749.8099,10753920.75,12322.4401,1150,tuffsand,71.9,6.89,11,58.67,21,7,1,3.4,1.7,0.08,0.22,1.7,5,8,15.2,36.3,4.8,0.6,0,4.7,23,11,164.1
143,341,2007,groundwater,779287.0807,10757791.22,12785.16935,940,tuffsand,252,7.22,7.5,181,24.2,-0.61,1,27.7,11.5,0.34,0.24,4.7,16,10.8,75,27.2,36.5,25.8,0.01,9.1,33.4,11,164.1
144,342,2007,groundwater,778949.4861,10758895.98,13122.76393,790,tuffsand,522,6.5,6.2,238.41,22.9,30,0.3,21,11,0.98,0.22,4.1,27,19,28.7,0,48.8,65.2,0.01,3.6,29,11,164.1
145,343,2007,groundwater,778412.2092,10755905.52,13660.04083,1130,tuffsand,131,6.37,10,74.2,22,32,1,5.4,3.9,0.08,0.22,1.6,5.8,10,16.1,0,7.6,0.6,0,5.2,28,11,164.1
146,344,2007,groundwater,777881.7124,10751587.28,14190.53764,990,breccias,71.9,6.89,11,58.67,21,7,1,1.8,1.7,0.08,0.22,1.7,5,7,15.2,36.3,2.8,0.6,0,4.7,23,11,164.1
147,345,2007,groundwater,777100.0357,10753021.7,14972.21428,820,breccias,680,7.36,12,189,23.6,-0.35,0.5,33.6,10.2,0.68,0.24,4,19,10.8,160.1,36.3,12,7,0,6.5,30.7,11,164.1
148,346,2007,groundwater,776637.5243,10756892.13,15434.72573,760,tuffsand,204,7.38,6.4,160,23.6,-0.45,2,22.4,5.7,0.47,0.22,5,16,0,105.2,36.3,11.6,23.6,0.01,12.8,34.1,11,164.1
149,347,2007,groundwater,776304.6,10757111.7,15767.65003,650,tuffsand,169,7.29,11,296,24.3,-0.32,1,28.8,8.7,0.4,0.22,6.5,44,8,174.8,27.2,43.7,14.5,0,8,36.3,11,164.1
150,348,2007,groundwater,776193.4341,10757221.77,15878.8159,765,clay,705,7.55,7,97,24.8,-0.42,0.5,12,5.2,0.28,0.22,3,10,14.5,56.7,18.1,9,10.3,0.01,6.2,36.2,11,164.1
151,349,2007,groundwater,775304.1237,10758102.36,16768.12634,760,clay,142,7.71,7.1,100,24.8,-0.27,1,11.2,5.7,0.32,0.22,3.5,4,0,63.1,104.2,7.7,6.1,0,1.8,38.1,11,164.1
152,350,2007,groundwater,771336.0161,10755537.01,20736.23393,700,breccias,486,7.15,8,305,25.2,-0.41,2,26.9,16.5,0.03,0.22,6.1,46.2,5.3,171.1,72.5,43.7,26.9,0,5.8,34.1,11,164.1
153,351,2007,groundwater,768459.0276,10755854.36,23613.22239,765,clay,131,7.8,9.6,256,24.1,-0.69,0.5,36.7,10.3,0.03,0.25,5.5,14,0,110.7,88.8,28.7,41.5,0,5.1,51.9,11,164.1
154,401,2011,groundwater,791358.411,10754868.21,713.8390093,1175,tuffsand,391,6.99,8,292.02,24,-1,0.2,39,13.1,0.66,0.22,2.7,21,1.7,178.8,36.3,40.7,17.6,0.01,4.3,18,99.1,139.2
155,402,2011,groundwater,790201.3943,10764157.57,1870.855707,980,tuffsand,71.9,6.89,11,58.67,21,7,1,4,4,0.08,0.22,1.7,4.8,19,12.2,36.3,2.9,0.6,0,4.7,23,99.1,139.2
156,403,2011,groundwater,790005.7558,10759508.66,2066.494233,650,tuffsand,160,6.4,7,95.49,23.5,38,0.5,6.8,1,0.16,0.22,5.6,9.6,1.7,60.5,0,2.7,1.3,0,2.1,42,99.1,139.2
157,404,2011,groundwater,789968.6193,10766258.89,2103.630735,740,tuffsand,441,5.8,7,359.02,23.7,57,0.5,48,20.1,0.16,0.22,7.7,35.2,2.8,51.9,0,111.9,112.2,0,5.3,39,99.1,139.2
158,405,2011,groundwater,786240.1504,10760484.1,5832.099594,890,tuffsand,167,6.6,4.5,113.39,22.8,40,1,1,0.9,0.06,0.22,3.8,8,8,12.7,0,5,0.4,0.02,0.6,43,99.1,139.2
159,406,2011,groundwater,785759.9354,10767453.05,6312.314626,705,tuffsand,144,6.3,6.2,385.68,22.4,49,2,65,16.3,0.16,0.22,3,30.3,17.3,233.8,0,54.6,12.5,0,2.4,44,99.1,139.2
160,407,2011,groundwater,785379.2415,10756053.09,6693.008484,1040,tuffsand,252,5.45,10,370.21,23.8,75,10,9.7,6.4,0.08,0.22,7.7,17,0.1,122.2,27.2,3.3,1.3,0,1.3,56,99.1,139.2
161,408,2011,groundwater,785309.9728,10748306.62,6762.277199,765,tuffsand,225,6,12,338,23.1,74,0.5,10.7,4.2,0.08,0.3,1.4,6.6,15,12,45.3,24.7,0.3,0,3,37,99.1,139.2
162,409,2011,groundwater,785256.7552,10758265.61,6815.494758,890,tuffsand,680,6.72,7,123.8,24.3,54,1,65,13.3,0.16,0.22,3,36.3,0,330.6,117.8,48.6,10.5,0,2.4,35,99.1,139.2
163,410,2011,groundwater,785246.6244,10760146.76,6825.6256,940,tuffsand,462,6.01,6.4,243.16,23.4,50,0.5,6.8,1,0.1,0.22,5.6,9.6,1.5,60.8,0,2.7,1.3,0.01,2.1,28,99.1,139.2
164,411,2011,groundwater,785220.2874,10765015.61,6851.962623,710,tuffsand,91,5.82,9.6,83.4,22.2,76,0.5,3.4,1,0.1,0.22,4.2,9.5,0,46.4,18.1,3.6,0.9,0.02,0.8,55,99.1,139.2
165,412,2011,groundwater,785181.2099,10752842.9,6891.040116,1300,tuffsand,349,6.6,14,356.8,23.7,25,0.2,11.3,5.6,0.08,0.3,6.4,18.1,2.5,87,45.3,20,24.8,0,1.5,41,99.1,139.2
166,413,2011,groundwater,785180.2099,10752842.9,6892.040116,1240,tuffsand,71.9,6.89,11,58.67,21,7,1,4.5,3.5,0.08,0.22,1.7,6.5,19,15.2,36.3,3,0.6,0,4.7,23,99.1,139.2
167,414,2011,groundwater,785178.2099,10752842.9,6894.040116,1228,tuffsand,494,7.09,8.2,384.89,24.5,-2,0.5,44,15,0.06,0.23,9.7,48.1,34.6,126.9,26.8,42.4,59.7,0,4.5,21,99.1,139.2
168,415,2011,groundwater,785176.2099,10752842.9,6896.040116,1200,tuffsand,495,6.11,6,311.45,23.4,62,1,37.1,10,0.2,0.23,6,16.1,10,38.9,90.6,53.1,61.3,0,4.3,23,99.1,139.2
169,416,2011,groundwater,785175.2099,10752835.9,6897.040116,1338,tuffsand,167,6.6,8.8,155.7,23.3,-40,2,5.6,3.1,0.08,0.22,7,9.3,12.3,43.3,12.7,5.7,0.9,0,0.4,64,99.1,139.2
170,417,2011,groundwater,785175.2099,10752839.9,6897.040116,1320,tuffsand,71.9,6.89,11,58.67,21,7,1,4,3.5,0.08,0.22,1.7,6.5,19,15.2,36.3,3,0.6,0,4.7,23,99.1,139.2
171,418,2011,groundwater,785175.2099,10752850.9,6897.040116,1247,tuffsand,522,6.5,6.2,238.41,22.9,30,0.3,21,11,0.98,0.22,4.1,27,19,28.7,0,48.8,65.2,0.01,3.6,29,99.1,139.2
172,419,2011,groundwater,785175.2099,10752843.9,6897.040116,1230,tuffsand,204,5.92,7,350.45,24.8,80,2,7.8,4.5,0.1,0.22,1.9,11.1,1.4,54.2,0,11.4,2.8,0,11,40,99.1,139.2
173,420,2011,groundwater,785175.2099,10752848.9,6897.040116,1225,tuffsand,362,6.78,8,312.57,25.2,18,2,17,13.3,0.06,0.22,7.9,18,17.9,91.7,117.8,47.3,2.6,0,0.08,50,99.1,139.2
174,421,2011,groundwater,785175.2099,10752842.9,6897.040116,1190,tuffsand,324,6.62,8.1,416.77,25.1,20,2,17,13.3,0.16,0.23,7.9,20,2.3,91.7,18.1,41.7,57.3,0.01,2.6,57,99.1,139.2
175,422,2011,groundwater,785168.2099,10752842.9,6904.040116,1336,tuffsand,122,5.98,6,83.81,23.3,67,0.5,3.2,0.7,0.1,0.22,5.3,6.7,10,12.4,45.3,4.2,2,0,3.2,29,99.1,139.2
176,423,2011,groundwater,784558.6059,10765233.33,7513.644114,830,tuffsand,63.2,6.69,8.8,311,23.8,7,1.5,27.7,7.09,0.09,0.02,8.62,27.2,10,91.7,36.3,44.2,23.8,0.02,1,44.2,99.1,139.2
177,424,2011,groundwater,784444.4271,10765353.38,7627.822932,740,tuffsand,408,6.9,7.2,365.6,24.1,4,0.3,20.8,13,0.16,0.23,7.5,38.3,10.8,134,15.6,53.6,62.2,0,4.2,31,99.1,139.2
178,425,2011,groundwater,784266.7386,10757264.37,7805.511429,770,tuffsand,71.9,6.89,11,58.67,21,7,1,3.5,3.8,0.08,0.22,1.7,7,19,13.4,36.3,3.4,0.6,0,4.7,23,99.1,139.2
179,426,2011,groundwater,784116.2778,10764677.66,7955.972202,720,tuffsand,71.9,6.89,11,58.67,21,7,1,3.2,3.8,0.08,0.22,2.8,6,19,12.2,36.3,3.7,0.6,0,4.7,23,99.1,139.2
180,427,2011,groundwater,784000.9133,10765562.3,8071.336708,750,tuffsand,427,5.92,4.4,245.73,22.6,75,2,3.8,3.6,0.1,0.22,4.9,7.5,12.3,30.7,0,7.5,0.3,0.02,1.3,54,99.1,139.2
181,428,2011,groundwater,783992.5282,10767111.47,8079.721808,765,tuffsand,71.9,6.89,11,58.67,21,7,1,4,3,0.08,0.22,1.7,7,19,14,36.3,3,0.6,0,4.7,23,99.1,139.2
182,429,2011,groundwater,783889.7365,10765672.36,8182.513492,670,tuffsand,71.9,6.89,11,58.67,21,7,1,2,3.6,0.08,0.22,3,6,15,13,36.3,3.5,0.6,0,4.7,23,99.1,139.2
183,430,2011,groundwater,783803.6019,10761134.92,8268.648072,760,tuffsand,136,5,8.8,132.49,21.2,-81,1,18.1,10.3,0.2,0.22,11.7,27,0.2,176.4,0,20.7,7.5,0.02,0.1,43,99.1,139.2
184,431,2011,groundwater,783455.7768,10764120.8,8616.473179,750,tuffsand,71.9,6.89,11,58.67,21,7,1,3.8,3,0.08,0.22,1.7,5.5,14,10.2,36.3,3,0.6,0,4.7,23,99.1,139.2
185,432,2011,groundwater,783353.5286,10762571.05,8718.721433,765,tuffsand,63.2,6.44,14,468,25.6,43,0.5,13,15.7,0.21,0.07,7.43,26,12.3,35.4,88.8,24.7,192,0.01,0.005,43.8,99.1,139.2
186,433,2011,groundwater,782470.6334,10762234.34,9601.616629,768,tuffsand,364,6.89,7,208.95,24.6,13,0.5,41.2,14.1,0.13,0.22,2.4,18.2,1.5,180.3,36.3,21.7,4.3,0.01,1.1,19,99.1,139.2
187,434,2011,groundwater,782141.2468,10761789.95,9931.003227,730,tuffsand,564,6.35,12,314.07,24.2,43,0.75,40.5,9.9,0.06,0.23,6.1,20.7,2.3,193.8,45.3,46.5,6.8,0,0,9,99.1,139.2
188,435,2011,groundwater,782032.4349,10761457.4,10039.81507,780,tuffsand,63.2,5.86,6,224,22.6,62,0.5,17.7,0.88,0.07,0.01,3.38,11.76,10,32.4,126.9,22.63,14.54,0,0.009,60.1,99.1,139.2
189,436,2011,groundwater,781713.6432,10759021.26,10358.60679,780,clay,581,5.95,8,102.92,24.4,51,5,3,1.5,0.16,0.22,9.2,8.2,0,35.4,54.4,8.8,0.8,0,0.6,20,99.1,139.2
190,437,2011,groundwater,780604.2231,10759679.31,11468.02692,700,tuffsand,349,7.08,12,238.7,23.8,-4,0.5,37,10.3,0.13,0.23,3.2,35,7.8,155.1,0,48.2,41.2,0,5,15,99.1,139.2
191,438,2011,groundwater,779823.6666,10760892.38,12248.58344,765,tuffsand,489,6.38,5,425.78,23.5,40,1,45,7.5,0.13,0.22,2.6,13,12.3,128.8,19,47.8,27.4,0.02,0.7,36,99.1,139.2
192,439,2011,groundwater,779808.4046,10763769.32,12263.84539,650,tuffsand,71.9,6.89,11,58.67,21,7,1,2,3.7,0.08,0.22,2.7,5,15,13.2,36.3,3.8,0.6,0,4.7,23,99.1,139.2
193,440,2011,groundwater,779749.8099,10753920.75,12322.4401,1150,tuffsand,293,6.14,6.2,126.47,21,43,0.5,18.4,5.4,0.17,0.22,11,14,31.3,23,13.9,19.4,0.5,0,1.2,29,99.1,139.2
194,441,2011,groundwater,779287.0807,10757791.22,12785.16935,940,tuffsand,489,7.07,7.3,250.5,24.2,-2,1,13.1,15,0.2,0.23,7.8,29,10.2,125,136,38.8,24.6,0,1.4,54,99.1,139.2
195,442,2011,groundwater,778949.4861,10758895.98,13122.76393,790,tuffsand,44,7.01,6.4,371.89,24.2,2,1,21.1,17,0.08,0.23,10,28.4,10.8,177.7,26.8,36.5,33.3,0,0.5,40,99.1,139.2
196,443,2011,groundwater,778412.2092,10755905.52,13660.04083,1130,tuffsand,131,6.37,10,74.2,22,32,1,5.4,3.9,0.08,0.22,1.6,5.8,10,16.1,0,7.6,0.6,0,5.2,28,99.1,139.2
197,444,2011,groundwater,777881.7124,10751587.28,14190.53764,990,breccias,71.9,6.89,11,58.67,21,7,1,3.5,3.7,0.08,0.22,1.7,5,12,15.2,36.3,3,0.6,0,4.7,23,99.1,139.2
198,445,2011,groundwater,777100.0357,10753021.7,14972.21428,820,breccias,71.9,6.89,11,58.67,21,7,1,4,4,0.08,0.22,1.7,7.5,19,12.4,36.3,3.8,0.6,0,4.7,23,99.1,139.2
199,446,2011,groundwater,776637.5243,10756892.13,15434.72573,760,tuffsand,373,6.7,5.8,159.47,23.3,67,0.5,27,10,0.13,0.23,3.4,25.3,13.4,97.8,0,56.7,17,0,0.7,24,99.1,139.2
200,447,2011,groundwater,776304.6,10757111.7,15767.65003,650,tuffsand,63.2,5.85,12,331,22.5,65,0.3,43.55,1.41,0.31,0.07,4.84,26.88,12,122,36.3,31.4,4.1,0,0.3,44.5,99.1,139.2
201,448,2011,groundwater,776193.4341,10757221.77,15878.8159,765,clay,63.2,5.77,8.1,335,23.4,50,0.2,30.5,8.28,0.49,0.01,5.14,19.4,20.1,60.5,18.1,49.87,57.6,0.08,0.002,45.1,99.1,139.2
202,449,2011,groundwater,775304.1237,10758102.36,16768.12634,760,clay,364,7.03,8,302.47,23.9,37,0.45,28,13.3,0.04,0.22,3.4,23,1.4,177.7,0,25,9.2,0.01,0.4,24,99.1,139.2
203,450,2011,groundwater,771336.0161,10755537.01,20736.23393,700,breccias,411,6.77,8,334.6,24.6,29,1,35,9.9,0.2,0.22,9.1,24,13.4,157.5,0,42.4,26.5,0,4.8,26,99.1,139.2
204,451,2011,groundwater,768459.0276,10755854.36,23613.22239,765,clay,486,6.13,7,261.92,24.2,78,1,13.5,12,0.4,0.22,8.7,36,0,116.3,72.5,63.1,26.9,0.01,5.3,21,99.1,139.2
205,501,2012,groundwater,791358.411,10754868.21,713.8390093,1175,tuffsand,349,6.47,7.5,158,26.4,-0.32,2,21.6,6.16,0.09,0.07,2.43,21.96,0,130,8.6,4,0.1,0.11,0.004,43.6,34.2,60.5
206,502,2012,groundwater,790201.3943,10764157.57,1870.855707,980,tuffsand,364,6.47,7,321,26.7,-0.41,1,39.5,12.96,0.06,0.01,2.1,13.65,31.3,96,9.5,57.6,8.9,0,0.004,18.3,34.2,60.5
207,503,2012,groundwater,790005.7558,10759508.66,2066.494233,650,tuffsand,169,6.52,12,323,26.9,-0.45,0.5,44.58,13.23,0.34,0.243522535,4.72,23.06,0,268,5.3,9.5,8.9,0,0.004,38.2,34.2,60.5
208,504,2012,groundwater,789968.6193,10766258.89,2103.630735,740,tuffsand,486,6.58,1.5,540,26.7,-0.31,1,14.97,32.53,0.08,0.24,2.08,95.5,0,410,15.95,45.07,1.83,0,0.004,29.8,34.2,60.5
209,505,2012,groundwater,786240.1504,10760484.1,5832.099594,890,tuffsand,364,6.28,7,153,25.7,-0.4,0.75,20.86,6.25,0.13,0.07,2.1,15.4,14.5,112,12.5,10,7.9,0.01,1.1,33.1,34.2,60.5
210,506,2012,groundwater,785759.9354,10767453.05,6312.314626,705,tuffsand,44,6.8,6.8,797,26.4,-0.42,0.75,85.65,18.25,0.08,0.242783474,13.33,89.89,0,351,23.28,123,66.06,0,5.599,44.2,34.2,60.5
211,507,2012,groundwater,785379.2415,10756053.09,6693.008484,1040,tuffsand,427,6.32,13,173,26.7,-0.19,2,21.6,11.19,0.08,0.22,3.1,10.4,22.9,112,8.62,8,0.7,0.16,0.004,47,34.2,60.5
212,508,2012,groundwater,785309.9728,10748306.62,6762.277199,765,tuffsand,196,6.41,7,808,26.4,-0.18,1,44,35,0.07,0.22,5.22,98.4,13.4,323,17.7,73,49.8,0,2.32,36.2,34.2,60.5
213,509,2012,groundwater,785256.7552,10758265.61,6815.494758,890,tuffsand,362,7.26,9.6,192,27,-0.69,2,29.8,13.43,0.13,0.01,2.19,12.3,0,171,4.31,4.5,1.34,0,0.004,54.8,34.2,60.5
214,510,2012,groundwater,785246.6244,10760146.76,6825.6256,940,tuffsand,580,6.57,6.5,239,26.7,0.7,2,33.53,8.93,0.16,0.02,2.3,17.3,8,124,5.35,23.02,8.39,0.01,0.004,47.2,34.2,60.5
215,511,2012,groundwater,785220.2874,10765015.61,6851.962623,710,tuffsand,494,6.68,4,935,26.6,-0.33,2,94.62,42.08,0.66,0.242471602,9.67,98.22,0,529,25.44,164,30.17,0,2.553,45.1,34.2,60.5
216,512,2012,groundwater,785181.2099,10752842.9,6891.040116,1300,tuffsand,196,5.56,15,48,25.8,-0.27,1,5.59,2.46,0.09,0.221901963,1.4,5.2,10,24.16,18.11,1,1,0.34,0.004,36.3,34.2,60.5
217,513,2012,groundwater,785180.2099,10752842.9,6892.040116,1240,tuffsand,247,6.03,13,363,27,-0.31,1.5,27.99,8.29,0.31,0.22251847,6.7,31.7,0,76.68,8.62,48.55,47.93,0.28,0.004,42.7,34.2,60.5
218,514,2012,groundwater,785178.2099,10752842.9,6894.040116,1228,tuffsand,391,6.68,6.3,186,26.4,-0.54,0.2,24.6,10.76,1.02,0.02,2.24,13.57,22.9,129,4.3,8,1.12,0.11,0.009,27.4,34.2,60.5
219,515,2012,groundwater,785176.2099,10752842.9,6896.040116,1200,tuffsand,705,6.98,6.8,221,26.1,-0.3,0.5,24.96,11.19,0.28,0.07,5.82,19.8,13.4,182,5.17,7,0.98,0.08,0.004,37.1,34.2,60.5
220,516,2012,groundwater,785175.2099,10752835.9,6897.040116,1338,tuffsand,215,6.03,15,38.5,25.8,-0.47,0.3,3.73,2.69,0.34,0.244322066,1.4,4.8,12,14.4,4.74,3,2.6,0.1,0.004,27,34.2,60.5
221,517,2012,groundwater,785175.2099,10752839.9,6897.040116,1320,tuffsand,63.2,6.08,12,67,26.9,-0.52,1,6.7,6.19,0.34,0.221750781,0.3,5.6,12,37.15,2.59,7,5.35,0.06,0.004,44.5,34.2,60.5
222,518,2012,groundwater,785175.2099,10752850.9,6897.040116,1247,tuffsand,320,6.66,1.5,332,27.2,-0.62,10,46.94,17.45,0.87,0.222383889,3.2,14.7,13.4,178,6.89,36.54,16.72,0.09,0.006,27.4,34.2,60.5
223,519,2012,groundwater,785175.2099,10752843.9,6897.040116,1230,tuffsand,423,5.9,13,84,26.1,-0.47,0.5,9.31,6.05,0.1,0.222653051,0.9,9.6,22.9,31.24,4.31,7,10.41,0.03,0.004,18.3,34.2,60.5
224,520,2012,groundwater,785175.2099,10752848.9,6897.040116,1225,tuffsand,293,6.39,4,322,26.8,-0.3,1,35.03,10.27,0.03,0.01,5.7,29.1,24.6,94.11,4.14,36.74,38.76,0.27,0.004,60.1,34.2,60.5
225,521,2012,groundwater,785175.2099,10752842.9,6897.040116,1190,tuffsand,373,7.49,5,212,26.1,-0.45,2,24.59,16.59,0.47,0.01,7.15,18.05,15.6,195,5.6,4.5,1.85,2.11,0.004,14.4,34.2,60.5
226,522,2012,groundwater,785168.2099,10752842.9,6904.040116,1336,tuffsand,564,6.63,12,73,27.1,-0.43,0.4,14.43,4.68,0.68,0.24529184,2.12,5.57,20.6,53.44,5.17,2.5,1.56,0.12,0.004,50.1,34.2,60.5
227,523,2012,groundwater,784558.6059,10765233.33,7513.644114,830,tuffsand,364,6.37,6.4,230,25.4,-0.46,0.5,25.7,11.88,1.2,0.244322066,4.3,18.9,0,142,6.47,25.53,3.51,0,0.004,45.1,34.2,60.5
228,524,2012,groundwater,784444.4271,10765353.38,7627.822932,740,tuffsand,160,7.19,13,690,25.8,-0.48,1,43.06,18.89,0.13,0.24,14.82,127,0,488,12.7,36.54,1.22,0.01,0.004,59.8,34.2,60.5
229,525,2012,groundwater,784266.7386,10757264.37,7805.511429,770,tuffsand,311,6.66,4.5,188,26,-0.45,0.5,26.08,9.84,0.13,0.24,1.58,14.18,3.7,151,9.92,7.5,1.9,0,0.023,40.7,34.2,60.5
230,526,2012,groundwater,784116.2778,10764677.66,7955.972202,720,tuffsand,167,7.15,6.3,441,25.7,-0.75,1,32.78,14.55,0.13,0.242268283,7.8,76.45,0,332,6.42,49.05,0.32,0,1.465,60.2,34.2,60.5
231,527,2012,groundwater,784000.9133,10765562.3,8071.336708,750,tuffsand,539,6.5,15,568,26.9,-0.42,5,74.43,30.96,0.2,0.24,9.89,37.58,14.5,459,6.67,42.54,0.83,0,0.524,45,34.2,60.5
232,528,2012,groundwater,783992.5282,10767111.47,8079.721808,765,tuffsand,391,6.56,9,311,26.7,-0.15,1,35.76,17.44,0.05,0.22,3.88,20.92,10.8,127,14.23,45,11.02,0.01,0.056,36.1,34.2,60.5
